bac_type,bac_type_id,bac_type_name,extracted_at,extraction_phase,field_of_study,final_merge_timestamp,governorate,institution,ramz_code,ramz_id,ramz_link,score_2011,score_2012,score_2013,score_2014,score_2015,score_2016,score_2017,score_2018,score_2019,score_2020,score_2021,score_2022,score_2023,score_2024,scores_corrected_at,seven_percent,specialization_code_detailed,study_duration,table_criteria,table_institution,table_location,table_specialization,table_university,university,university_id,university_name
,2,رياضيات,2025-07-11T18:21:12.019309,detailed,الآداب واللغات والمراحل التحضيرية الأدبية : الآداب واللغات والمراحل التحضيرية الأدبية,2025-07-11T18:47:51.760197,,"العنوان :
الهاتف :",22103,222103,https://guide-orientation.rnu.tn/ar/dynamique/filiere.php?id=222103,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,109.8251,93.4883,0.0,0.0,0.0,2025-07-11T22:16:34.426913,نعم,,سنوات,FG+F,المعهد العالي للغات بنابل,نابل,الإجازة في الفرنسية,جامعة قرطاج,,04,جامعة  قرطاج
,2,رياضيات,2025-07-11T18:21:11.211125,detailed,الثقافة والفنون الجميلة والفنون والحرف : الثقافة والفنون الجميلة والفنون والحرف,2025-07-11T18:47:51.760197,,"العنوان :
الهاتف :",10209,210209,https://guide-orientation.rnu.tn/ar/dynamique/filiere.php?id=210209,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,113.5397,112.4569,122.5632,117.9388,113.6926,122.7932,2025-07-11T22:16:38.924573,نعم,,سنوات,FG+PH,المعهد العالى للفنون الجميلة بتونس,تونس,الاجازة في تصميم الصورة,جامعة تونس,,01,جامعة تونس
,4,إقتصاد وتصرف,2025-07-11T18:21:14.821160,detailed,الثقافة والفنون الجميلة والفنون والحرف : الثقافة والفنون الجميلة والفنون والحرف,2025-07-11T18:47:51.760197,,"العنوان :
الهاتف :",11209,411209,https://guide-orientation.rnu.tn/ar/dynamique/filiere.php?id=411209,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,111.365,116.29,110.225,110.2368,94.0406,100.4409,2025-07-11T22:16:43.708221,نعم,,سنوات,FG+PH,المدرسة العليا لعلوم و تكنولوجيات التصميم,تونس,الاجازة في تصميم الصورة,جامعة منوبة,,02,جامعة منوبة
,4,إقتصاد وتصرف,2025-07-11T18:21:12.747524,detailed,السياحة والتنشيط والرياضة والتربية البدنية : السياحة والتنشيط والرياضة والتربية البدنية,2025-07-11T18:47:51.760197,,"العنوان :
الهاتف :",10453,410453,https://guide-orientation.rnu.tn/ar/dynamique/filiere.php?id=410453,95.4749,95.925,92.475,94.7,87.0419,88.6583,88.4751,92.175,93.525,86.4152,103.47,92.745,95.5699,97.9399,2025-07-11T22:16:48.399591,نعم,,سنوات,FG+(F+ANG)/2,المعهد العالي للدراسات السياحية والفندقية بسيدي الظريف,تونس,الإجازة في الفندقة,جامعة قرطاج,,04,جامعة  قرطاج
,2,رياضيات,2025-07-11T18:21:14.104872,detailed,الآداب واللغات والمراحل التحضيرية الأدبية : الآداب واللغات والمراحل التحضيرية الأدبية,2025-07-11T18:47:51.760197,,"العنوان :
الهاتف :",13101,213101,https://guide-orientation.rnu.tn/ar/dynamique/filiere.php?id=213101,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,117.7749,137.205,0.0,0.0,2025-07-11T22:16:52.613150,نعم,,سنوات,FG+AR,المعهد العالي للغات بتونس,تونس,الإجازة في العربية,جامعة قرطاج,,04,جامعة  قرطاج
,3,علوم تجريبية,2025-07-11T18:21:15.115790,detailed,العلوم الصحيحة والتكنولوجيا : العلوم الصحيحة والتكنولوجيا,2025-07-11T18:47:51.760197,,"العنوان :
الهاتف :",10509,310509,https://guide-orientation.rnu.tn/ar/dynamique/filiere.php?id=310509,136.7728,125.5645,130.219,125.511,135.2748,123.5315,125.083,117.0313,95.863,108.4624,114.2921,94.365,102.7,104.7985,2025-07-11T22:16:58.023918,نعم,,سنوات,FG+SVT,المعهد العالي للبيوتكنولوجيا بسيدي ثابت,تونس,الإجازة في علوم الأحياء,جامعة منوبة,,02,جامعة منوبة
,2,رياضيات,2025-07-11T18:21:15.131735,detailed,العلوم الإنسانية والإجتماعية والدينية والتربية : العلوم الإنسانية والإجتماعية والدينية والتربية,2025-07-11T18:47:51.760197,,"العنوان :
الهاتف :",11121,211121,https://guide-orientation.rnu.tn/ar/dynamique/filiere.php?id=211121,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,149.105,134.195,161.24,156.31,153.2,157.945,2025-07-11T22:17:03.202612,نعم,,سنوات,FG+PH,المعهد العالي للعلوم الإنسانية بتونس,تونس,الإجازة في علم النـفـــس,جامعة تونس المنار,,03,جامعة تونس المنار
,4,إقتصاد وتصرف,2025-07-11T18:21:14.758168,detailed,العلوم الإنسانية والإجتماعية والدينية والتربية : العلوم الإنسانية والإجتماعية والدينية والتربية,2025-07-11T18:47:51.760197,,"العنوان :
الهاتف :",10470,410470,https://guide-orientation.rnu.tn/ar/dynamique/filiere.php?id=410470,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,105.93,105.69,122.15,106.5451,112.825,123.74,2025-07-11T22:17:07.876580,نعم,,سنوات,FG+PH,المعهد العالي لإطارات الطفولة بقرطاج درمش,تونس,الإجازة في علوم التربية,جامعة قرطاج,,04,جامعة  قرطاج
,2,رياضيات,2025-07-11T18:21:15.179397,detailed,العلوم الصحيحة والتكنولوجيا : العلوم الصحيحة والتكنولوجيا,2025-07-11T18:47:51.760197,,"العنوان :
الهاتف :",11523,211523,https://guide-orientation.rnu.tn/ar/dynamique/filiere.php?id=211523,125.8,125.3238,124.6818,128.675,132.1718,127.0893,125.6715,112.5,167.1447,163.3462,182.3815,184.2166,187.57,191.5889,2025-07-11T22:17:12.514776,نعم,,سنوات,FG+(M+Info)/2,المعهد العالي للاعلامية,تونس,الإجازة في علوم الإعلامية,جامعة تونس المنار,,03,جامعة تونس المنار
,2,رياضيات,2025-07-11T18:21:15.952759,detailed,العلوم الصحيحة والتكنولوجيا : العلوم الصحيحة والتكنولوجيا,2025-07-11T18:47:51.760197,,"العنوان :
الهاتف :",10509,210509,https://guide-orientation.rnu.tn/ar/dynamique/filiere.php?id=210509,128.4,123.4512,125.2703,129.8445,148.8103,112.8048,113.7143,117.025,0.0,101.7375,109.7584,105.2932,107.5102,109.865,2025-07-11T22:17:17.381589,نعم,,سنوات,FG+SVT,المعهد العالي للبيوتكنولوجيا بسيدي ثابت,تونس,الإجازة في علوم الأحياء,جامعة منوبة,,02,جامعة منوبة
,3,علوم تجريبية,2025-07-11T18:21:30.631423,detailed,العلوم الفلاحية والبيوتكنولوجيا والبيئة : العلوم الفلاحية والبيوتكنولوجيا والبيئة,2025-07-11T18:47:51.760197,,"العنوان :
الهاتف :",10546,310546,https://guide-orientation.rnu.tn/ar/dynamique/filiere.php?id=310546,114.6773,99.025,100.075,97.85,109.3273,113.4,111.2,105.0,109.87,116.1268,122.4,109.4255,114.5006,112.9813,2025-07-11T22:17:23.698779,نعم,,سنوات,FG+(SP+SVT)/2,المعهد العالي للبيوتكنولوجيا بسيدي ثابت,تونس,الإجازة في البيوتكنولوجيا,جامعة منوبة,,02,جامعة منوبة
,4,إقتصاد وتصرف,2025-07-11T18:21:30.648377,detailed,العلوم الإنسانية والإجتماعية والدينية والتربية : العلوم الإنسانية والإجتماعية والدينية والتربية,2025-07-11T18:47:51.760197,,"العنوان :
الهاتف :",10139,410139,https://guide-orientation.rnu.tn/ar/dynamique/filiere.php?id=410139,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,107.12,108.8399,114.945,107.92,96.81,104.215,2025-07-11T22:17:28.616442,نعم,,سنوات,FG+AR,المعهد العالي لأصول الدين بتونس,تونس,الإجازة في العلوم الشرعية,جامعة الزيتونة,,05,جامعة الزيتونة
,5,العلوم التقنية,2025-07-11T18:21:30.505685,detailed,الآداب واللغات والمراحل التحضيرية الأدبية : الآداب واللغات والمراحل التحضيرية الأدبية,2025-07-11T18:47:51.760197,,"العنوان :
الهاتف :",10107,510107,https://guide-orientation.rnu.tn/ar/dynamique/filiere.php?id=510107,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,107.105,0.0,93.8523,96.4338,96.7288,103.9764,2025-07-11T22:17:33.289259,نعم,,سنوات,FG+(AR+ANG+F)/3,المعهد العالي للغات بتونس,تونس,الإجازة في الروسية,جامعة قرطاج,,04,جامعة  قرطاج
,6,علوم الإعلامية,2025-07-11T18:21:30.822911,detailed,الثقافة والفنون الجميلة والفنون والحرف : الثقافة والفنون الجميلة والفنون والحرف,2025-07-11T18:47:51.760197,,"العنوان :
الهاتف :",10209,610209,https://guide-orientation.rnu.tn/ar/dynamique/filiere.php?id=610209,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,102.6612,108.215,106.4018,108.8682,111.7027,106.1349,2025-07-11T22:17:38.156461,نعم,,سنوات,FG+PH,المعهد العالى للفنون الجميلة بتونس,تونس,الاجازة في تصميم الصورة,جامعة تونس,,01,جامعة تونس
,1,آداب,2025-07-11T18:21:30.745120,detailed,العلوم الإنسانية والإجتماعية والدينية والتربية : العلوم الإنسانية والإجتماعية والدينية والتربية,2025-07-11T18:47:51.760197,,"العنوان :
الهاتف :",10120,110120,https://guide-orientation.rnu.tn/ar/dynamique/filiere.php?id=110120,95.225,95.7917,98.0388,87.925,95.725,99.296,100.9278,101.8908,117.9729,111.0232,121.659,111.7883,109.5627,109.6857,2025-07-11T22:17:42.901289,نعم,,سنوات,FG+(HG+PH)/2,كلية العلوم الإنسانية والإجتماعية بتونس,تونس,الإجازة في عـلــم الاجتماع,جامعة تونس,,01,جامعة تونس
,1,آداب,2025-07-11T18:21:30.759082,detailed,الآداب واللغات والمراحل التحضيرية الأدبية : الآداب واللغات والمراحل التحضيرية الأدبية,2025-07-11T18:47:51.760197,,"العنوان :
الهاتف :",12104,112104,https://guide-orientation.rnu.tn/ar/dynamique/filiere.php?id=112104,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,91.8968,80.5532,82.0475,92.0948,82.7574,96.4801,2025-07-11T22:17:47.645762,نعم,,سنوات,FG+ESP,المعهد العالي للغات بتونس,تونس,الإجازة في الإسبانية,جامعة قرطاج,,04,جامعة  قرطاج
,2,رياضيات,2025-07-11T18:21:30.879760,detailed,الآداب واللغات والمراحل التحضيرية الأدبية : الآداب واللغات والمراحل التحضيرية الأدبية,2025-07-11T18:47:51.760197,,"العنوان :
الهاتف :",12103,212103,https://guide-orientation.rnu.tn/ar/dynamique/filiere.php?id=212103,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,129.5235,108.7214,124.0325,148.5802,0.0,0.0,2025-07-11T22:17:52.533792,نعم,,سنوات,FG+F,المعهد العالي للعلوم الإنسانية بتونس,تونس,الإجازة في الفرنسية,جامعة تونس المنار,,03,جامعة تونس المنار
,6,علوم الإعلامية,2025-07-11T18:21:30.694255,detailed,العلوم القانونية والعلوم السياسية : العلوم القانونية والعلوم السياسية,2025-07-11T18:47:51.760197,,"العنوان :
الهاتف :",10301,610301,https://guide-orientation.rnu.tn/ar/dynamique/filiere.php?id=610301,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,109.452,118.4597,150.4661,121.4664,128.4696,119.091,2025-07-11T22:17:57.660649,نعم,,سنوات,FG+(AR+FR)/2,كلية الحقوق والعلوم السياسية بتونس,تونس,الإجازة في القانون,جامعة تونس المنار,,03,جامعة تونس المنار
,3,علوم تجريبية,2025-07-11T18:21:30.900703,detailed,علوم الصحة والطب وطب الأسنان والصيدلة : علوم الصحة والطب وطب الأسنان والصيدلة,2025-07-11T18:47:51.760197,,"العنوان :
الهاتف :",10742,310742,https://guide-orientation.rnu.tn/ar/dynamique/filiere.php?id=310742,130.725,121.225,125.225,118.925,128.625,126.85,126.425,123.075,126.535,124.68,132.515,122.105,117.93,120.115,2025-07-11T22:18:02.802831,نعم,,سنوات,FG+SVT,المدرسة العليا لعلوم وتقنيات الصحة بتونس,تونس,الإجازة في حفظ الصحة والوقاية والمحيط,جامعة تونس المنار,,03,جامعة تونس المنار
,9,رياضة,2025-07-11T18:21:30.663341,detailed,السياحة والتنشيط والرياضة والتربية البدنية : السياحة والتنشيط والرياضة والتربية البدنية,2025-07-11T18:47:51.760197,,"العنوان :
الهاتف :",10443,910443,https://guide-orientation.rnu.tn/ar/dynamique/filiere.php?id=910443,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90.9298,98.5931,109.075,98.9667,81.81,92.2382,2025-07-11T22:18:07.538295,نعم,,سنوات,FG+PH,المعهد العالي للتنشيط الشبابي والثقافي ببئر الباي,تونس,الإجازة في الوساطة والتنشيط,جامعة تونس,,01,جامعة تونس
,3,علوم تجريبية,2025-07-11T18:21:46.067326,detailed,الآداب واللغات والمراحل التحضيرية الأدبية : الآداب واللغات والمراحل التحضيرية الأدبية,2025-07-11T18:47:51.760197,,"العنوان :
الهاتف :",10193,310193,https://guide-orientation.rnu.tn/ar/dynamique/filiere.php?id=310193,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,124.955,0.0,104.5325,102.245,111.85,108.39,2025-07-11T22:18:12.774123,نعم,,سنوات,FG+(AR+ANG+F+PH)/4,المعهد التحضيري للدراسات الأدبية والعلوم الإنسانية بتونس,تونس,مرحلة تحضيرية: علوم إنسانية - إختصاص تاريخ,جامعة تونس,,01,جامعة تونس
,6,علوم الإعلامية,2025-07-11T18:21:45.802151,detailed,الآداب واللغات والمراحل التحضيرية الأدبية : الآداب واللغات والمراحل التحضيرية الأدبية,2025-07-11T18:47:51.760197,,"العنوان :
الهاتف :",10103,610103,https://guide-orientation.rnu.tn/ar/dynamique/filiere.php?id=610103,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,101.7238,128.0362,102.6451,120.2948,154.8504,110.3652,2025-07-11T22:18:17.397164,نعم,,سنوات,FG+F,كلية العلوم الإنسانية والإجتماعية بتونس,تونس,الإجازة في الفرنسية,جامعة تونس,,01,جامعة تونس
,3,علوم تجريبية,2025-07-11T18:21:45.800158,detailed,الهندسة المعمارية والمراحل التحضيرية العلمية : الهندسة المعمارية والمراحل التحضيرية العلمية,2025-07-11T18:47:51.760197,,"العنوان :
الهاتف :",10521,310521,https://guide-orientation.rnu.tn/ar/dynamique/filiere.php?id=310521,152.175,146.425,148.125,140.625,149.7,150.675,153.1,153.025,156.9483,161.255,172.7367,163.355,160.6633,158.83,2025-07-11T22:18:21.579597,نعم,,سنوات,FG+(M+SP+SVT)/3,المعهد الوطني للعلوم التطبيقية والتكنولوجيا بتونس,تونس,مرحلة تحضيرية مندمجة: كـيـمـيـاء - بـيـولوجيا تطبيقية,جامعة قرطاج,,04,جامعة  قرطاج
,3,علوم تجريبية,2025-07-11T18:21:45.893408,detailed,العلوم القانونية والعلوم السياسية : العلوم القانونية والعلوم السياسية,2025-07-11T18:47:51.760197,,"العنوان :
الهاتف :",11301,311301,https://guide-orientation.rnu.tn/ar/dynamique/filiere.php?id=311301,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,158.015,164.0364,159.0555,162.1799,159.9597,160.2486,2025-07-11T22:18:26.319450,نعم,,سنوات,FG+(AR+FR)/2,كلية العلوم القانونية والسياسية والإجتماعية بتونس,تونس,الإجازة في القانون,جامعة قرطاج,,04,جامعة  قرطاج
,1,آداب,2025-07-11T18:21:45.955606,detailed,العلوم الإنسانية والإجتماعية والدينية والتربية : العلوم الإنسانية والإجتماعية والدينية والتربية,2025-07-11T18:47:51.760197,,"العنوان :
الهاتف :",10124,110124,https://guide-orientation.rnu.tn/ar/dynamique/filiere.php?id=110124,84.1416,86.5808,86.6,68.8336,75.5336,82.775,83.3199,85.2034,92.0556,92.05,94.3883,88.8702,88.6199,86.0686,2025-07-11T22:18:30.799505,نعم,,سنوات,FG+(F+HG)/2,كلية العلوم الإنسانية والإجتماعية بتونس,تونس,الإجازة في الجغرافيا,جامعة تونس,,01,جامعة تونس
,2,رياضيات,2025-07-11T18:21:45.986894,detailed,علوم الصحة والطب وطب الأسنان والصيدلة : علوم الصحة والطب وطب الأسنان والصيدلة,2025-07-11T18:47:51.760197,,"العنوان :
الهاتف :",10759,210759,https://guide-orientation.rnu.tn/ar/dynamique/filiere.php?id=210759,125.3,124.45,124.5213,129.2025,130.6203,136.9868,117.125,118.7165,121.4129,121.1454,144.1183,135.5904,145.8517,144.0648,2025-07-11T22:18:34.913683,نعم,,سنوات,FG+(SP+SVT)/2,المعهد العالي للتكنولوجيات الطبية بتونس,تونس,الإجازة في الهندسة البيوطبية,جامعة تونس المنار,,03,جامعة تونس المنار
,4,إقتصاد وتصرف,2025-07-11T18:21:46.206195,detailed,الثقافة والفنون الجميلة والفنون والحرف : الثقافة والفنون الجميلة والفنون والحرف,2025-07-11T18:47:51.760197,,"العنوان :
الهاتف :",10207,410207,https://guide-orientation.rnu.tn/ar/dynamique/filiere.php?id=410207,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,115.1427,115.6242,121.766,120.0166,109.117,115.72,2025-07-11T22:18:38.888448,نعم,,سنوات,FG+PH,المعهد العالى للفنون الجميلة بتونس,تونس,الإجازة في تصميم الفضاء,جامعة تونس,,01,جامعة تونس
,9,رياضة,2025-07-11T18:21:46.207193,detailed,الآداب واللغات والمراحل التحضيرية الأدبية : الآداب واللغات والمراحل التحضيرية الأدبية,2025-07-11T18:47:51.760197,,"العنوان :
الهاتف :",22102,922102,https://guide-orientation.rnu.tn/ar/dynamique/filiere.php?id=922102,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,124.36,103.5548,115.35,157.49,2025-07-11T22:18:42.976404,نعم,,سنوات,FG+ANG,المعهد العالي للغات بنابل,نابل,الإجازة في الإنقليزية,جامعة قرطاج,,04,جامعة  قرطاج
,9,رياضة,2025-07-11T18:21:45.753644,detailed,الآداب واللغات والمراحل التحضيرية الأدبية : الآداب واللغات والمراحل التحضيرية الأدبية,2025-07-11T18:47:51.760197,,"العنوان :
الهاتف :",11102,911102,https://guide-orientation.rnu.tn/ar/dynamique/filiere.php?id=911102,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,118.754,118.305,149.735,83.0116,157.5789,168.9263,2025-07-11T22:18:47.251037,نعم,,سنوات,FG+ANG,كلية الآداب والفنون والإنسانيات بمنوبة,تونس,الإجازة في الإنقليزية,جامعة منوبة,,02,جامعة منوبة
,9,رياضة,2025-07-11T18:21:46.391879,detailed,العلوم الإنسانية والإجتماعية والدينية والتربية : العلوم الإنسانية والإجتماعية والدينية والتربية,2025-07-11T18:47:51.760197,,"العنوان :
الهاتف :",10167,910167,https://guide-orientation.rnu.tn/ar/dynamique/filiere.php?id=910167,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,87.3333,0.0,0.0,2025-07-11T22:18:51.330297,نعم,,سنوات,FG+F,المعهد العالي للعلوم الإنسانية بتونس,تونس,الإجازة في الآثار,جامعة تونس المنار,,03,جامعة تونس المنار
,5,العلوم التقنية,2025-07-11T18:22:00.510423,detailed,العلوم الإنسانية والإجتماعية والدينية والتربية : العلوم الإنسانية والإجتماعية والدينية والتربية,2025-07-11T18:47:51.760197,,"العنوان :
الهاتف :",10118,510118,https://guide-orientation.rnu.tn/ar/dynamique/filiere.php?id=510118,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,114.7789,114.012,120.0487,100.935,111.7508,131.5351,2025-07-11T22:18:55.730133,نعم,,سنوات,FG+PH,المعهد العالي للعلوم الإنسانية بتونس,تونس,الإجازة في الأنتروبولوجيا,جامعة تونس المنار,,03,جامعة تونس المنار
,4,إقتصاد وتصرف,2025-07-11T18:22:01.241989,detailed,الآداب واللغات والمراحل التحضيرية الأدبية : الآداب واللغات والمراحل التحضيرية الأدبية,2025-07-11T18:47:51.760197,,"العنوان :
الهاتف :",11102,411102,https://guide-orientation.rnu.tn/ar/dynamique/filiere.php?id=411102,71.5205,83.6114,90.9517,79.9971,86.5949,98.7881,83.7011,91.4568,81.1613,80.7797,80.8583,105.3506,90.4241,94.3491,2025-07-11T22:18:59.946039,نعم,,سنوات,FG+ANG,كلية الآداب والفنون والإنسانيات بمنوبة,تونس,الإجازة في الإنقليزية,جامعة منوبة,,02,جامعة منوبة
,2,رياضيات,2025-07-11T18:22:01.272746,detailed,الآداب واللغات والمراحل التحضيرية الأدبية : الآداب واللغات والمراحل التحضيرية الأدبية,2025-07-11T18:47:51.760197,,"العنوان :
الهاتف :",10107,210107,https://guide-orientation.rnu.tn/ar/dynamique/filiere.php?id=210107,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,98.0055,105.2776,103.8808,134.1533,111.52,134.7517,2025-07-11T22:19:04.083118,نعم,,سنوات,FG+(AR+ANG+F)/3,المعهد العالي للغات بتونس,تونس,الإجازة في الروسية,جامعة قرطاج,,04,جامعة  قرطاج
,6,علوم الإعلامية,2025-07-11T18:22:01.598870,detailed,العلوم الإنسانية والإجتماعية والدينية والتربية : العلوم الإنسانية والإجتماعية والدينية والتربية,2025-07-11T18:47:51.760197,,"العنوان :
الهاتف :",10158,610158,https://guide-orientation.rnu.tn/ar/dynamique/filiere.php?id=610158,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,92.715,86.5301,93.8075,93.4383,94.1999,97.575,2025-07-11T22:19:08.348069,نعم,,سنوات,FG+(M+Algo)/2,كلية الآداب والفنون والإنسانيات بمنوبة,تونس,الإجازة في الجيوماتيك والبيئة والتهيئة,جامعة منوبة,,02,جامعة منوبة
,6,علوم الإعلامية,2025-07-11T18:22:01.256116,detailed,العلوم الإقتصادية وعلوم التصرف : العلوم الإقتصادية وعلوم التصرف,2025-07-11T18:47:51.760197,,"العنوان :
الهاتف :",22318,622318,https://guide-orientation.rnu.tn/ar/dynamique/filiere.php?id=622318,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,101.465,109.8425,104.4275,113.41,116.3197,2025-07-11T22:19:12.759054,نعم,,سنوات,FG+M,كلية العلوم الإقتصادية والتصرف بنابل,نابل,الإجازة في علوم التصرف,جامعة قرطاج,,04,جامعة  قرطاج
,5,العلوم التقنية,2025-07-11T18:22:01.286744,detailed,الهندسة المعمارية والمراحل التحضيرية العلمية : الهندسة المعمارية والمراحل التحضيرية العلمية,2025-07-11T18:47:51.760197,,"العنوان :
الهاتف :",10518,510518,https://guide-orientation.rnu.tn/ar/dynamique/filiere.php?id=510518,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,189.3467,185.0767,188.925,182.7933,181.5783,181.0417,2025-07-11T22:19:17.115431,نعم,,سنوات,FG+(M+SP+Info)/3,كلية العلوم بتونس,تونس,مرحلة تحضيرية مندمجة,جامعة تونس المنار,,03,جامعة تونس المنار
,9,رياضة,2025-07-11T18:22:01.084050,detailed,علوم الصحة والطب وطب الأسنان والصيدلة : علوم الصحة والطب وطب الأسنان والصيدلة,2025-07-11T18:47:51.760197,,"العنوان :
الهاتف :",10700,910700,https://guide-orientation.rnu.tn/ar/dynamique/filiere.php?id=910700,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,175.88,183.99,192.58,191.115,184.52,193.34,2025-07-11T22:19:21.216427,نعم,,سنوات,FG+SVT,كلية الطب بتونس,تونس,الـطــب,جامعة تونس المنار,,03,جامعة تونس المنار
,2,رياضيات,2025-07-11T18:22:01.904386,detailed,الثقافة والفنون الجميلة والفنون والحرف : الثقافة والفنون الجميلة والفنون والحرف,2025-07-11T18:47:51.760197,,"العنوان :
الهاتف :",11208,211208,https://guide-orientation.rnu.tn/ar/dynamique/filiere.php?id=211208,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,113.7303,101.2913,115.3942,115.8631,113.8478,115.5707,2025-07-11T22:19:25.628441,نعم,,سنوات,FG+PH,المدرسة العليا لعلوم و تكنولوجيات التصميم,تونس,الاجازة في تصميم المنتوج,جامعة منوبة,,02,جامعة منوبة
,3,علوم تجريبية,2025-07-11T18:22:01.273744,detailed,الآداب واللغات والمراحل التحضيرية الأدبية : الآداب واللغات والمراحل التحضيرية الأدبية,2025-07-11T18:47:51.760197,,"العنوان :
الهاتف :",10194,310194,https://guide-orientation.rnu.tn/ar/dynamique/filiere.php?id=310194,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,106.7849,105.6259,136.2275,124.6175,105.3216,111.5975,2025-07-11T22:19:29.799002,نعم,,سنوات,FG+(AR+ANG+F+PH)/4,المعهد التحضيري للدراسات الأدبية والعلوم الإنسانية بتونس,تونس,مرحلة تحضيرية: علوم إنسانية - إختصاص جفرافيا,جامعة تونس,,01,جامعة تونس
,4,إقتصاد وتصرف,2025-07-11T18:22:01.270754,detailed,الآداب واللغات والمراحل التحضيرية الأدبية : الآداب واللغات والمراحل التحضيرية الأدبية,2025-07-11T18:47:51.760197,,"العنوان :
الهاتف :",13103,413103,https://guide-orientation.rnu.tn/ar/dynamique/filiere.php?id=413103,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,97.7481,83.0716,80.4169,72.62,84.9741,84.7517,2025-07-11T22:19:33.796846,نعم,,سنوات,FG+F,المعهد العالي للغات بتونس,تونس,الإجازة في الفرنسية,جامعة قرطاج,,04,جامعة  قرطاج
,2,رياضيات,2025-07-11T18:22:16.479048,detailed,العلوم الإقتصادية وعلوم التصرف : العلوم الإقتصادية وعلوم التصرف,2025-07-11T18:47:51.760197,,"العنوان :
الهاتف :",10318,210318,https://guide-orientation.rnu.tn/ar/dynamique/filiere.php?id=210318,128.3465,122.425,139.0198,139.207,134.8735,132.8673,132.5195,128.186,148.3716,156.434,169.0065,175.4319,143.01,157.4024,2025-07-11T22:19:37.975893,نعم,,سنوات,FG+M,المعهد العالي للتصرف بتونس,تونس,الإجازة في علوم التصرف,جامعة تونس,,01,جامعة تونس
,3,علوم تجريبية,2025-07-11T18:22:16.587342,detailed,العلوم الصحيحة والتكنولوجيا : العلوم الصحيحة والتكنولوجيا,2025-07-11T18:47:51.760197,,"العنوان :
الهاتف :",10629,310629,https://guide-orientation.rnu.tn/ar/dynamique/filiere.php?id=310629,106.4918,0.0,0.0,0.0,0.0,0.0,0.0,0.0,108.02,119.8507,125.067,124.6996,131.2783,102.4717,2025-07-11T22:19:42.088446,نعم,,سنوات,FG+(M+SP)/2,كلية العلوم بتونس,تونس,الإجازة في الإلكترونيك والكهروتقنية والآلية,جامعة تونس المنار,,03,جامعة تونس المنار
,5,العلوم التقنية,2025-07-11T18:22:16.342079,detailed,العلوم الصحيحة والتكنولوجيا : العلوم الصحيحة والتكنولوجيا,2025-07-11T18:47:51.760197,,"العنوان :
الهاتف :",10573,510573,https://guide-orientation.rnu.tn/ar/dynamique/filiere.php?id=510573,138.605,143.059,140.3359,140.3305,148.2806,141.989,132.555,131.5351,127.3086,133.8267,146.7487,146.5223,156.3912,150.6025,2025-07-11T22:19:46.005260,نعم,,سنوات,FG+(M+SP+Info)/3,كلية العلوم بتونس,تونس,الإجازة في تكنولوجيات المعلومات والاتصالات,جامعة تونس المنار,,03,جامعة تونس المنار
,1,آداب,2025-07-11T18:22:16.781389,detailed,علوم الصحة والطب وطب الأسنان والصيدلة : علوم الصحة والطب وطب الأسنان والصيدلة,2025-07-11T18:47:51.760197,,"العنوان :
الهاتف :",10799,110799,https://guide-orientation.rnu.tn/ar/dynamique/filiere.php?id=110799,105.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,141.9034,140.135,158.64,152.7211,147.8954,157.0867,2025-07-11T22:19:49.947113,نعم,,سنوات,FG+SVT,المدرسة العليا لعلوم وتقنيات الصحة بتونس,تونس,الإجازة في علوم الـتــولـيـــد - قابلة,جامعة تونس المنار,,03,جامعة تونس المنار
