bac_type,bac_type_id,bac_type_name,extracted_at,extraction_phase,field_of_study,final_merge_timestamp,governorate,institution,ramz_code,ramz_id,ramz_link,score_2011,score_2012,score_2013,score_2014,score_2015,score_2016,score_2017,score_2018,score_2019,score_2020,score_2021,score_2022,score_2023,score_2024,scores_corrected_at,seven_percent,specialization_code_detailed,study_duration,table_criteria,table_institution,table_location,table_specialization,table_university,university,university_id,university_name
,5,العلوم التقنية,2025-07-11T18:25:06.307494,detailed,الآداب واللغات والمراحل التحضيرية الأدبية : الآداب واللغات والمراحل التحضيرية الأدبية,2025-07-11T18:47:51.760197,,"العنوان :
الهاتف :",11104,511104,https://guide-orientation.rnu.tn/ar/dynamique/filiere.php?id=511104,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,111.4031,124.335,145.5735,135.515,129.0634,104.7156,2025-07-11T22:28:12.421807,نعم,,سنوات,FG+ESP,المعهد العالي للعلوم الإنسانية بتونس,تونس,الإجازة في الإسبانية,جامعة تونس المنار,,03,جامعة تونس المنار
,5,العلوم التقنية,2025-07-11T18:25:23.217220,detailed,العلوم الإقتصادية وعلوم التصرف : العلوم الإقتصادية وعلوم التصرف,2025-07-11T18:47:51.760197,,"العنوان :
الهاتف :",10377,510377,https://guide-orientation.rnu.tn/ar/dynamique/filiere.php?id=510377,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,162.57,164.795,2025-07-11T22:28:16.392142,نعم,,سنوات,"FG+Max((Ang-15),0)+Max((M-12),0)",المعهد العالي للأعمال بتونس,تونس,البكالوريوس في إدارة الأعمال,جامعة تونس,,01,جامعة تونس
,2,رياضيات,2025-07-11T18:25:23.389367,detailed,العلوم الإنسانية والإجتماعية والدينية والتربية : العلوم الإنسانية والإجتماعية والدينية والتربية,2025-07-11T18:47:51.760197,,"العنوان :
الهاتف :",10123,210123,https://guide-orientation.rnu.tn/ar/dynamique/filiere.php?id=210123,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,102.829,0.0,0.0,0.0,2025-07-11T22:28:20.362803,نعم,,سنوات,FG+F,كلية العلوم الإنسانية والإجتماعية بتونس,تونس,الإجازة في التاريخ,جامعة تونس,,01,جامعة تونس
,3,علوم تجريبية,2025-07-11T18:25:23.388370,detailed,العلوم الإنسانية والإجتماعية والدينية والتربية : العلوم الإنسانية والإجتماعية والدينية والتربية,2025-07-11T18:47:51.760197,,"العنوان :
الهاتف :",24477,324477,https://guide-orientation.rnu.tn/ar/dynamique/filiere.php?id=324477,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,122.27,135.575,128.22,130.02,138.13,2025-07-11T22:28:24.842409,نعم,,سنوات,FG+(AR+FR)/2,المعهد العالي للدراسات التطبيقية في الإنسانيات بزغوان,زغوان,الإجازة في التربية والتعليم,جامعة تونس,,01,جامعة تونس
,3,علوم تجريبية,2025-07-11T18:25:23.658727,detailed,العلوم الإنسانية والإجتماعية والدينية والتربية : العلوم الإنسانية والإجتماعية والدينية والتربية,2025-07-11T18:47:51.760197,,"العنوان :
الهاتف :",10120,310120,https://guide-orientation.rnu.tn/ar/dynamique/filiere.php?id=310120,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,124.548,117.2881,129.2346,129.7108,121.665,117.2453,2025-07-11T22:28:29.050882,نعم,,سنوات,FG+PH,كلية العلوم الإنسانية والإجتماعية بتونس,تونس,الإجازة في عـلــم الاجتماع,جامعة تونس,,01,جامعة تونس
,5,العلوم التقنية,2025-07-11T18:25:23.122177,detailed,السياحة والتنشيط والرياضة والتربية البدنية : السياحة والتنشيط والرياضة والتربية البدنية,2025-07-11T18:47:51.760197,,"العنوان :
الهاتف :",10452,510452,https://guide-orientation.rnu.tn/ar/dynamique/filiere.php?id=510452,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,120.64,121.765,143.075,92.6932,149.415,100.23,2025-07-11T22:28:33.047452,نعم,,سنوات,FG+(F+ANG)/2,المعهد العالي للدراسات السياحية والفندقية بسيدي الظريف,تونس,الاجازة في السياحة,جامعة قرطاج,,04,جامعة  قرطاج
,2,رياضيات,2025-07-11T18:25:23.510359,detailed,الثقافة والفنون الجميلة والفنون والحرف : الثقافة والفنون الجميلة والفنون والحرف,2025-07-11T18:47:51.760197,,"العنوان :
الهاتف :",22208,222208,https://guide-orientation.rnu.tn/ar/dynamique/filiere.php?id=222208,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,117.625,133.43,120.03,118.9519,105.785,2025-07-11T22:28:37.287624,نعم,,سنوات,FG+PH,المعهد العالى للفنون الجميلة بنابل,نابل,الاجازة في تصميم المنتوج,جامعة قرطاج,,04,جامعة  قرطاج
,6,علوم الإعلامية,2025-07-11T18:25:25.311296,detailed,الثقافة والفنون الجميلة والفنون والحرف : الثقافة والفنون الجميلة والفنون والحرف,2025-07-11T18:47:51.760197,,"العنوان :
الهاتف :",22209,622209,https://guide-orientation.rnu.tn/ar/dynamique/filiere.php?id=622209,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,92.4441,106.9196,93.315,93.63,94.5484,2025-07-11T22:28:41.392916,نعم,,سنوات,FG+PH,المعهد العالى للفنون الجميلة بنابل,نابل,الاجازة في تصميم الصورة,جامعة قرطاج,,04,جامعة  قرطاج
,5,العلوم التقنية,2025-07-11T18:25:23.606744,detailed,العلوم الإقتصادية وعلوم التصرف : العلوم الإقتصادية وعلوم التصرف,2025-07-11T18:47:51.760197,,"العنوان :
الهاتف :",14318,514318,https://guide-orientation.rnu.tn/ar/dynamique/filiere.php?id=514318,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,183.8207,175.235,183.325,186.85,184.74,173.5487,2025-07-11T22:28:45.573778,نعم,,سنوات,FG+M,معهد الدراسات العليا التجارية بقرطاج,تونس,الإجازة في علوم التصرف,جامعة قرطاج,,04,جامعة  قرطاج
,9,رياضة,2025-07-11T18:25:23.591729,detailed,الثقافة والفنون الجميلة والفنون والحرف : الثقافة والفنون الجميلة والفنون والحرف,2025-07-11T18:47:51.760197,,"العنوان :
الهاتف :",10201,910201,https://guide-orientation.rnu.tn/ar/dynamique/filiere.php?id=910201,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,131.9792,97.3078,119.8989,165.6895,84.5751,2025-07-11T22:28:49.633956,نعم,,سنوات,FG+PH,المعهد العالي للموسيقى بتونس,تونس,الإجازة في الموسيقى و العلوم الموسيقية,جامعة تونس,,01,جامعة تونس
,9,رياضة,2025-07-11T18:25:23.590738,detailed,العلوم الإنسانية والإجتماعية والدينية والتربية : العلوم الإنسانية والإجتماعية والدينية والتربية,2025-07-11T18:47:51.760197,,"العنوان :
الهاتف :",10612,910612,https://guide-orientation.rnu.tn/ar/dynamique/filiere.php?id=910612,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,146.5475,152.7675,87.9866,122.5,121.3075,2025-07-11T22:28:53.755026,نعم,,سنوات,FG+(AR+ANG+F+PH)/4,معهد الصحافة وعلوم الإخبار,تونس,الإجازة في الاتصال,جامعة منوبة,,02,جامعة منوبة
,2,رياضيات,2025-07-11T18:25:39.683533,detailed,الهندسة المعمارية والمراحل التحضيرية العلمية : الهندسة المعمارية والمراحل التحضيرية العلمية,2025-07-11T18:47:51.760197,,"العنوان :
الهاتف :",10203,210203,https://guide-orientation.rnu.tn/ar/dynamique/filiere.php?id=210203,154.5,150.3,145.8,149.6,143.55,137.65,134.125,131.675,145.995,139.74,156.32,146.65,152.75,148.64,2025-07-11T22:28:57.824951,نعم,,سنوات,FG+PH,المدرسة الوطنية للهندسة المعمارية و التعمير بتونس,تونس,الهندسة المعمارية,جامعة قرطاج,,04,جامعة  قرطاج
,9,رياضة,2025-07-11T18:25:39.807459,detailed,الهندسة المعمارية والمراحل التحضيرية العلمية : الهندسة المعمارية والمراحل التحضيرية العلمية,2025-07-11T18:47:51.760197,,"العنوان :
الهاتف :",10203,910203,https://guide-orientation.rnu.tn/ar/dynamique/filiere.php?id=910203,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,161.52,166.935,179.37,170.15,176.79,181.31,2025-07-11T22:29:01.912669,نعم,,سنوات,FG+PH,المدرسة الوطنية للهندسة المعمارية و التعمير بتونس,تونس,الهندسة المعمارية,جامعة قرطاج,,04,جامعة  قرطاج
,1,آداب,2025-07-11T18:25:39.935305,detailed,الثقافة والفنون الجميلة والفنون والحرف : الثقافة والفنون الجميلة والفنون والحرف,2025-07-11T18:47:51.760197,,"العنوان :
الهاتف :",11209,111209,https://guide-orientation.rnu.tn/ar/dynamique/filiere.php?id=111209,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,112.6175,107.6795,119.655,118.8235,117.725,113.1311,2025-07-11T22:29:06.032266,نعم,,سنوات,FG+PH,المدرسة العليا لعلوم و تكنولوجيات التصميم,تونس,الاجازة في تصميم الصورة,جامعة منوبة,,02,جامعة منوبة
,1,آداب,2025-07-11T18:25:39.714426,detailed,العلوم القانونية والعلوم السياسية : العلوم القانونية والعلوم السياسية,2025-07-11T18:47:51.760197,,"العنوان :
الهاتف :",10301,110301,https://guide-orientation.rnu.tn/ar/dynamique/filiere.php?id=110301,101.7302,105.4218,106.3313,102.6398,114.1423,118.8235,114.169,119.795,120.6318,127.1053,139.8223,129.1437,127.835,128.9457,2025-07-11T22:29:10.264207,نعم,,سنوات,FG+(AR+FR)/2,كلية الحقوق والعلوم السياسية بتونس,تونس,الإجازة في القانون,جامعة تونس المنار,,03,جامعة تونس المنار
,5,العلوم التقنية,2025-07-11T18:25:39.917297,detailed,الثقافة والفنون الجميلة والفنون والحرف : الثقافة والفنون الجميلة والفنون والحرف,2025-07-11T18:47:51.760197,,"العنوان :
الهاتف :",11207,511207,https://guide-orientation.rnu.tn/ar/dynamique/filiere.php?id=511207,0.0,0.0,0.0,0.0,0.0,0.0,103.4263,100.43,120.6746,120.8458,123.26,118.8824,118.9038,117.1436,2025-07-11T22:29:14.500879,نعم,,سنوات,FG+PH,المدرسة العليا لعلوم و تكنولوجيات التصميم,تونس,الإجازة في تصميم الفضاء,جامعة منوبة,,02,جامعة منوبة
,2,رياضيات,2025-07-11T18:25:39.716471,detailed,الثقافة والفنون الجميلة والفنون والحرف : الثقافة والفنون الجميلة والفنون والحرف,2025-07-11T18:47:51.760197,,"العنوان :
الهاتف :",10201,210201,https://guide-orientation.rnu.tn/ar/dynamique/filiere.php?id=210201,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,112.9332,107.346,125.4468,118.0,107.0962,125.98,2025-07-11T22:29:18.525340,نعم,,سنوات,FG+PH,المعهد العالي للموسيقى بتونس,تونس,الإجازة في الموسيقى و العلوم الموسيقية,جامعة تونس,,01,جامعة تونس
,3,علوم تجريبية,2025-07-11T18:25:40.106287,detailed,العلوم الصحيحة والتكنولوجيا : العلوم الصحيحة والتكنولوجيا,2025-07-11T18:47:51.760197,,"العنوان :
الهاتف :",11573,311573,https://guide-orientation.rnu.tn/ar/dynamique/filiere.php?id=311573,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,108.9278,115.207,128.5367,127.055,140.3733,128.9974,2025-07-11T22:29:22.684586,نعم,,سنوات,FG+(M+SP+Info)/3,المعهد العالي لتكنولوجيا المعلومات والإتصال ببرج السدرية,بن عروس,الإجازة في تكنولوجيات المعلومات والاتصالات,جامعة قرطاج,,04,جامعة  قرطاج
,2,رياضيات,2025-07-11T18:25:40.136724,detailed,العلوم الفلاحية والبيوتكنولوجيا والبيئة : العلوم الفلاحية والبيوتكنولوجيا والبيئة,2025-07-11T18:47:51.760197,,"العنوان :
الهاتف :",10840,210840,https://guide-orientation.rnu.tn/ar/dynamique/filiere.php?id=210840,113.4,112.8,108.15,118.925,131.95,116.175,102.375,103.75,109.29,107.12,112.74,103.8831,110.19,121.09,2025-07-11T22:29:26.823232,نعم,,سنوات,FG+(SP+SVT)/2,المدرسة العليا للصناعات الغذائية بتونس,تونس,الإجازة في الصناعات الغذائية,جامعة قرطاج,,04,جامعة  قرطاج
,9,رياضة,2025-07-11T18:25:40.075332,detailed,العلوم الإنسانية والإجتماعية والدينية والتربية : العلوم الإنسانية والإجتماعية والدينية والتربية,2025-07-11T18:47:51.760197,,"العنوان :
الهاتف :",10138,910138,https://guide-orientation.rnu.tn/ar/dynamique/filiere.php?id=910138,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,151.4,92.425,0.0,0.0,2025-07-11T22:29:31.040361,نعم,,سنوات,FG+AR,المعهد العالي للحضارة الإسلامية بتونس,تونس,الإجازة في العلوم الإسلامية,جامعة الزيتونة,,05,جامعة الزيتونة
,6,علوم الإعلامية,2025-07-11T18:25:39.934790,detailed,الآداب واللغات والمراحل التحضيرية الأدبية : الآداب واللغات والمراحل التحضيرية الأدبية,2025-07-11T18:47:51.760197,,"العنوان :
الهاتف :",10106,610106,https://guide-orientation.rnu.tn/ar/dynamique/filiere.php?id=610106,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.6309,117.0206,0.0,97.9639,101.0563,2025-07-11T22:29:35.157047,نعم,,سنوات,FG+ALL,كلية الآداب والفنون والإنسانيات بمنوبة,تونس,الإجازة في الألمانية,جامعة منوبة,,02,جامعة منوبة
,3,علوم تجريبية,2025-07-11T18:25:55.096300,detailed,العلوم الإنسانية والإجتماعية والدينية والتربية : العلوم الإنسانية والإجتماعية والدينية والتربية,2025-07-11T18:47:51.760197,,"العنوان :
الهاتف :",11123,311123,https://guide-orientation.rnu.tn/ar/dynamique/filiere.php?id=311123,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,101.0294,112.7745,119.4513,149.1527,112.52,131.9043,2025-07-11T22:29:39.161785,نعم,,سنوات,FG+F,كلية الآداب والفنون والإنسانيات بمنوبة,تونس,الإجازة في التاريخ,جامعة منوبة,,02,جامعة منوبة
,6,علوم الإعلامية,2025-07-11T18:25:55.654098,detailed,الهندسة المعمارية والمراحل التحضيرية العلمية : الهندسة المعمارية والمراحل التحضيرية العلمية,2025-07-11T18:47:51.760197,,"العنوان :
الهاتف :",11518,611518,https://guide-orientation.rnu.tn/ar/dynamique/filiere.php?id=611518,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,187.37,2025-07-11T22:29:44.621879,نعم,,سنوات,FG+(M+SP+Algo)/3,المعهد العالي للهندسة الرقمية بتونس,تونس,مرحلة تحضيرية مندمجة,جامعة تونس,,01,جامعة تونس
,2,رياضيات,2025-07-11T18:25:55.608236,detailed,الهندسة المعمارية والمراحل التحضيرية العلمية : الهندسة المعمارية والمراحل التحضيرية العلمية,2025-07-11T18:47:51.760197,,"العنوان :
الهاتف :",10244,210244,https://guide-orientation.rnu.tn/ar/dynamique/filiere.php?id=210244,101.15,100.675,104.175,99.85,93.625,97.075,92.55,91.8419,105.5,112.4267,117.73,116.855,117.195,93.8051,2025-07-11T22:29:48.794826,نعم,,سنوات,FG+PH,المعهد العالي لتكنولوجيات البيئة والعمران والبنيان,تونس,الإجازة في التعمير و التهيئة,جامعة قرطاج,,04,جامعة  قرطاج
,5,العلوم التقنية,2025-07-11T18:25:55.655607,detailed,الآداب واللغات والمراحل التحضيرية الأدبية : الآداب واللغات والمراحل التحضيرية الأدبية,2025-07-11T18:47:51.760197,,"العنوان :
الهاتف :",12103,512103,https://guide-orientation.rnu.tn/ar/dynamique/filiere.php?id=512103,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,171.19,106.8,121.0545,0.0,110.4847,101.5982,2025-07-11T22:29:53.891522,نعم,,سنوات,FG+F,المعهد العالي للعلوم الإنسانية بتونس,تونس,الإجازة في الفرنسية,جامعة تونس المنار,,03,جامعة تونس المنار
,5,العلوم التقنية,2025-07-11T18:25:55.066017,detailed,العلوم الصحيحة والتكنولوجيا : العلوم الصحيحة والتكنولوجيا,2025-07-11T18:47:51.760197,,"العنوان :
الهاتف :",12629,512629,https://guide-orientation.rnu.tn/ar/dynamique/filiere.php?id=512629,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,117.8583,126.0977,136.589,129.2079,139.6422,135.27,2025-07-11T22:29:57.945059,نعم,,سنوات,FG+(M+SP+TE)/3,المعهد العالي لتكنولوجيا المعلومات والإتصال ببرج السدرية,بن عروس,الإجازة في الإلكترونيك والكهروتقنية والآلية,جامعة قرطاج,,04,جامعة  قرطاج
,4,إقتصاد وتصرف,2025-07-11T18:25:55.716205,detailed,الآداب واللغات والمراحل التحضيرية الأدبية : الآداب واللغات والمراحل التحضيرية الأدبية,2025-07-11T18:47:51.760197,,"العنوان :
الهاتف :",10195,410195,https://guide-orientation.rnu.tn/ar/dynamique/filiere.php?id=410195,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,86.604,0.0,102.7018,82.5726,93.6709,115.5875,2025-07-11T22:30:02.088980,نعم,,سنوات,FG+(AR+F+HG+PH)/4,المعهد التحضيري للدراسات الأدبية والعلوم الإنسانية بتونس,تونس,مرحلة تحضيرية: علوم إنسانية - إختصاص فلسفة,جامعة تونس,,01,جامعة تونس
,2,رياضيات,2025-07-11T18:25:55.606973,detailed,العلوم الإقتصادية وعلوم التصرف : العلوم الإقتصادية وعلوم التصرف,2025-07-11T18:47:51.760197,,"العنوان :
الهاتف :",14318,214318,https://guide-orientation.rnu.tn/ar/dynamique/filiere.php?id=214318,126.825,114.55,129.85,134.82,136.6925,133.325,134.499,132.7,172.2058,173.015,180.175,182.756,168.0649,173.55,2025-07-11T22:30:06.121672,نعم,,سنوات,FG+M,معهد الدراسات العليا التجارية بقرطاج,تونس,الإجازة في علوم التصرف,جامعة قرطاج,,04,جامعة  قرطاج
,5,العلوم التقنية,2025-07-11T18:25:55.732716,detailed,الآداب واللغات والمراحل التحضيرية الأدبية : الآداب واللغات والمراحل التحضيرية الأدبية,2025-07-11T18:47:51.760197,,"العنوان :
الهاتف :",10119,510119,https://guide-orientation.rnu.tn/ar/dynamique/filiere.php?id=510119,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,111.495,0.0,105.3317,117.27,100.25,113.11,2025-07-11T22:30:10.103933,نعم,,سنوات,FG+(AR+FR)/2,المعهد العالي للعلوم الإنسانية بتونس,تونس,الإجازة في لغة الإشارات,جامعة تونس المنار,,03,جامعة تونس المنار
,1,آداب,2025-07-11T18:25:55.718815,detailed,العلوم الإنسانية والإجتماعية والدينية والتربية : العلوم الإنسانية والإجتماعية والدينية والتربية,2025-07-11T18:47:51.760197,,"العنوان :
الهاتف :",10473,110473,https://guide-orientation.rnu.tn/ar/dynamique/filiere.php?id=110473,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,128.3733,120.805,128.7317,131.62,125.35,128.625,2025-07-11T22:30:14.202471,نعم,,سنوات,FG+(F+ANG+PH)/3,المعهد العالي للتربية المختصة,تونس,الإجازة في التربية المختصة,جامعة منوبة,,02,جامعة منوبة
,4,إقتصاد وتصرف,2025-07-11T18:25:55.717808,detailed,العلوم الإنسانية والإجتماعية والدينية والتربية : العلوم الإنسانية والإجتماعية والدينية والتربية,2025-07-11T18:47:51.760197,,"العنوان :
الهاتف :",10167,410167,https://guide-orientation.rnu.tn/ar/dynamique/filiere.php?id=410167,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85.0759,78.8832,79.4934,74.768,78.6668,82.3218,2025-07-11T22:30:18.355559,نعم,,سنوات,FG+(F+HG)/2,المعهد العالي للعلوم الإنسانية بتونس,تونس,الإجازة في الآثار,جامعة تونس المنار,,03,جامعة تونس المنار
,1,آداب,2025-07-11T18:26:10.573768,detailed,الآداب واللغات والمراحل التحضيرية الأدبية : الآداب واللغات والمراحل التحضيرية الأدبية,2025-07-11T18:47:51.760197,,"العنوان :
الهاتف :",10105,110105,https://guide-orientation.rnu.tn/ar/dynamique/filiere.php?id=110105,98.8915,107.5,100.025,85.4393,104.2985,105.814,90.1284,105.5464,99.8899,86.2384,97.4315,93.4468,98.8912,100.0434,2025-07-11T22:30:23.972175,نعم,,سنوات,FG+IT,كلية الآداب والفنون والإنسانيات بمنوبة,تونس,الإجازة في الإيطالية,جامعة منوبة,,02,جامعة منوبة
,4,إقتصاد وتصرف,2025-07-11T18:26:11.307661,detailed,الآداب واللغات والمراحل التحضيرية الأدبية : الآداب واللغات والمراحل التحضيرية الأدبية,2025-07-11T18:47:51.760197,,"العنوان :
الهاتف :",10102,410102,https://guide-orientation.rnu.tn/ar/dynamique/filiere.php?id=410102,78.0761,72.2083,95.7635,65.6212,84.1181,102.5503,91.4851,86.9588,91.8384,92.9067,78.1901,114.5649,91.4209,107.5939,2025-07-11T22:30:28.069594,نعم,,سنوات,FG+ANG,كلية العلوم الإنسانية والإجتماعية بتونس,تونس,الإجازة في الإنقليزية,جامعة تونس,,01,جامعة تونس
,6,علوم الإعلامية,2025-07-11T18:26:10.539452,detailed,الآداب واللغات والمراحل التحضيرية الأدبية : الآداب واللغات والمراحل التحضيرية الأدبية,2025-07-11T18:47:51.760197,,"العنوان :
الهاتف :",12101,612101,https://guide-orientation.rnu.tn/ar/dynamique/filiere.php?id=612101,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,108.7691,0.0,0.0,0.0,113.4896,104.0736,2025-07-11T22:30:32.046779,نعم,,سنوات,FG+AR,المعهد العالي للعلوم الإنسانية بتونس,تونس,الإجازة في العربية,جامعة تونس المنار,,03,جامعة تونس المنار
,1,آداب,2025-07-11T18:26:11.054619,detailed,العلوم الإنسانية والإجتماعية والدينية والتربية : العلوم الإنسانية والإجتماعية والدينية والتربية,2025-07-11T18:47:51.760197,,"العنوان :
الهاتف :",10362,110362,https://guide-orientation.rnu.tn/ar/dynamique/filiere.php?id=110362,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,108.9833,107.16,118.385,108.99,104.2095,108.8533,2025-07-11T22:30:36.164669,نعم,,سنوات,FG+(AR+ANG+F)/3,المعهد العالي للتوثيق بتونس,تونس,الإجازة في التصرف الإلكتروني في المعلومات و الوثائق,جامعة منوبة,,02,جامعة منوبة
,3,علوم تجريبية,2025-07-11T18:26:11.070362,detailed,السياحة والتنشيط والرياضة والتربية البدنية : السياحة والتنشيط والرياضة والتربية البدنية,2025-07-11T18:47:51.760197,,"العنوان :
الهاتف :",10443,310443,https://guide-orientation.rnu.tn/ar/dynamique/filiere.php?id=310443,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,108.55,117.53,116.315,107.3032,117.81,131.82,2025-07-11T22:30:40.177875,نعم,,سنوات,FG+PH,المعهد العالي للتنشيط الشبابي والثقافي ببئر الباي,تونس,الإجازة في الوساطة والتنشيط,جامعة تونس,,01,جامعة تونس
,5,العلوم التقنية,2025-07-11T18:26:11.210620,detailed,العلوم الإقتصادية وعلوم التصرف : العلوم الإقتصادية وعلوم التصرف,2025-07-11T18:47:51.760197,,"العنوان :
الهاتف :",15318,515318,https://guide-orientation.rnu.tn/ar/dynamique/filiere.php?id=515318,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,125.5431,136.0559,148.475,136.55,154.8,139.7848,2025-07-11T22:30:44.208804,نعم,,سنوات,FG+M,المعهد العالي للمحاسبة و إدارة المؤسـسات بمنوبة,تونس,الإجازة في علوم التصرف,جامعة منوبة,,02,جامعة منوبة
,3,علوم تجريبية,2025-07-11T18:26:11.242309,detailed,العلوم الصحيحة والتكنولوجيا : العلوم الصحيحة والتكنولوجيا,2025-07-11T18:47:51.760197,,"العنوان :
الهاتف :",12524,312524,https://guide-orientation.rnu.tn/ar/dynamique/filiere.php?id=312524,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,109.2096,121.1668,138.2119,144.8192,155.2945,148.6712,2025-07-11T22:30:48.199532,نعم,,سنوات,FG+(M+Info)/2,المعهد العالي لتكنولوجيا المعلومات والإتصال ببرج السدرية,بن عروس,الإجازة في هندسة نظم الإعلامية,جامعة قرطاج,,04,جامعة  قرطاج
,1,آداب,2025-07-11T18:26:10.570775,detailed,الثقافة والفنون الجميلة والفنون والحرف : الثقافة والفنون الجميلة والفنون والحرف,2025-07-11T18:47:51.760197,,"العنوان :
الهاتف :",10202,110202,https://guide-orientation.rnu.tn/ar/dynamique/filiere.php?id=110202,84.2082,89.5335,89.15,84.9915,80.9636,93.0,89.6037,91.1665,95.9,93.7952,98.81,96.3358,91.4389,92.302,2025-07-11T22:30:52.199546,نعم,,سنوات,FG+PH,المعهد العالى للفنون الجميلة بتونس,تونس,الإجازة في الفنون التشكيلية,جامعة تونس,,01,جامعة تونس
,2,رياضيات,2025-07-11T18:26:10.760252,detailed,العلوم الفلاحية والبيوتكنولوجيا والبيئة : العلوم الفلاحية والبيوتكنولوجيا والبيئة,2025-07-11T18:47:51.760197,,"العنوان :
الهاتف :",10546,210546,https://guide-orientation.rnu.tn/ar/dynamique/filiere.php?id=210546,111.5475,109.45,108.3643,108.5515,105.823,108.498,103.6563,108.0968,116.84,112.9599,118.1708,115.66,116.0629,117.7321,2025-07-11T22:30:56.348391,نعم,,سنوات,FG+(SP+SVT)/2,المعهد العالي للبيوتكنولوجيا بسيدي ثابت,تونس,الإجازة في البيوتكنولوجيا,جامعة منوبة,,02,جامعة منوبة
,2,رياضيات,2025-07-11T18:26:11.056203,detailed,الهندسة المعمارية والمراحل التحضيرية العلمية : الهندسة المعمارية والمراحل التحضيرية العلمية,2025-07-11T18:47:51.760197,,"العنوان :
الهاتف :",10516,210516,https://guide-orientation.rnu.tn/ar/dynamique/filiere.php?id=210516,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,131.2667,152.1,140.48,153.465,158.615,2025-07-11T22:31:00.424583,نعم,,سنوات,FG+(M+SP+SVT)/3,المعهد العالي للتكنولوجيات الطبية بتونس,تونس,مرحلة تحضيرية مندمجة في الهندسة البيوطبية,جامعة تونس المنار,,03,جامعة تونس المنار
,3,علوم تجريبية,2025-07-11T18:26:26.581588,detailed,الثقافة والفنون الجميلة والفنون والحرف : الثقافة والفنون الجميلة والفنون والحرف,2025-07-11T18:47:51.760197,,"العنوان :
الهاتف :",22202,322202,https://guide-orientation.rnu.tn/ar/dynamique/filiere.php?id=322202,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,102.1065,109.465,110.68,108.7434,95.74,2025-07-11T22:31:04.746644,نعم,,سنوات,FG+PH,المعهد العالى للفنون الجميلة بنابل,نابل,الإجازة في الفنون التشكيلية,جامعة قرطاج,,04,جامعة  قرطاج
,5,العلوم التقنية,2025-07-11T18:26:26.518534,detailed,السياحة والتنشيط والرياضة والتربية البدنية : السياحة والتنشيط والرياضة والتربية البدنية,2025-07-11T18:47:51.760197,,"العنوان :
الهاتف :",10450,510450,https://guide-orientation.rnu.tn/ar/dynamique/filiere.php?id=510450,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,142.69,136.8102,146.82,146.115,141.6787,150.2708,2025-07-11T22:31:08.845807,نعم,,سنوات,FG+Spt,المعهد العالي للرياضة و التربية البدنية بقصر السعيد,تونس,الإجازة في علوم وتقنيات الأنشطة البدنية والرياضة,جامعة منوبة,,02,جامعة منوبة
